#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_002503045.1	PRJNA348753	SAMN06027373	DAQW00000000.1	na	1915881	1915881	Euryarchaeota archaeon UBA39		UBA39	latest	Scaffold	Major	Full	2017/10/10	ASM250304v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/045/GCA_002503045.1_ASM250304v1	derived from metagenome	
GCA_002497985.1	PRJNA348753	SAMN06027404	DAFQ00000000.1	na	1915882	1915882	Euryarchaeota archaeon UBA4		UBA4	latest	Scaffold	Major	Full	2017/10/10	ASM249798v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/985/GCA_002497985.1_ASM249798v1	derived from metagenome	
GCA_002506875.1	PRJNA348753	SAMN06027027	DAYJ00000000.1	na	1915883	1915883	Euryarchaeota archaeon UBA40		UBA40	latest	Scaffold	Major	Full	2017/10/10	ASM250687v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/875/GCA_002506875.1_ASM250687v1	derived from metagenome	
GCA_002495045.1	PRJNA348753	SAMN06027026	DADQ00000000.1	na	1915884	1915884	Euryarchaeota archaeon UBA41		UBA41	latest	Scaffold	Major	Full	2017/10/10	ASM249504v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/045/GCA_002495045.1_ASM249504v1	derived from metagenome	
GCA_002495535.1	PRJNA348753	SAMN06027563	DAFX00000000.1	na	1915885	1915885	Euryarchaeota archaeon UBA433		UBA433	latest	Scaffold	Major	Full	2017/10/10	ASM249553v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/535/GCA_002495535.1_ASM249553v1	derived from metagenome	
GCA_002504435.1	PRJNA348753	SAMN06027566	DAQP00000000.1	na	1915886	1915886	Euryarchaeota archaeon UBA438		UBA438	latest	Scaffold	Major	Full	2017/10/10	ASM250443v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/435/GCA_002504435.1_ASM250443v1	derived from metagenome	
GCA_002497245.1	PRJNA348753	SAMN06027565	DANB00000000.1	na	1915887	1915887	Euryarchaeota archaeon UBA439		UBA439	latest	Scaffold	Major	Full	2017/10/10	ASM249724v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/245/GCA_002497245.1_ASM249724v1	derived from metagenome	
GCA_002503295.1	PRJNA348753	SAMN06027145	DARJ00000000.1	na	1915888	1915888	Euryarchaeota archaeon UBA441		UBA441	latest	Scaffold	Major	Full	2017/10/10	ASM250329v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/295/GCA_002503295.1_ASM250329v1	derived from metagenome	
GCA_002499205.1	PRJNA348753	SAMN06027146	DAKR00000000.1	na	1915889	1915889	Euryarchaeota archaeon UBA442		UBA442	latest	Scaffold	Major	Full	2017/10/10	ASM249920v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/205/GCA_002499205.1_ASM249920v1	derived from metagenome	
GCA_002499195.1	PRJNA348753	SAMN06027147	DAKS00000000.1	na	1915890	1915890	Euryarchaeota archaeon UBA443		UBA443	latest	Scaffold	Major	Full	2017/10/10	ASM249919v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/195/GCA_002499195.1_ASM249919v1	derived from metagenome	
GCA_002503015.1	PRJNA348753	SAMN06027479	DAQV00000000.1	na	1915891	1915891	Euryarchaeota archaeon UBA461		UBA461	latest	Scaffold	Major	Full	2017/10/10	ASM250301v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/015/GCA_002503015.1_ASM250301v1	derived from metagenome	
GCA_002506755.1	PRJNA348753	SAMN06027476	DAYD00000000.1	na	1915892	1915892	Euryarchaeota archaeon UBA462		UBA462	latest	Scaffold	Major	Full	2017/10/10	ASM250675v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/755/GCA_002506755.1_ASM250675v1	derived from metagenome	
GCA_002501805.1	PRJNA348753	SAMN06027477	DAOI00000000.1	na	1915893	1915893	Euryarchaeota archaeon UBA463		UBA463	latest	Scaffold	Major	Full	2017/10/10	ASM250180v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/805/GCA_002501805.1_ASM250180v1	derived from metagenome	
GCA_002498625.1	PRJNA348753	SAMN06027482	DAHX00000000.1	na	1915894	1915894	Euryarchaeota archaeon UBA464		UBA464	latest	Scaffold	Major	Full	2017/10/10	ASM249862v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/625/GCA_002498625.1_ASM249862v1	derived from metagenome	
GCA_002498585.1	PRJNA348753	SAMN06027483	DAHV00000000.1	na	1915895	1915895	Euryarchaeota archaeon UBA465		UBA465	latest	Scaffold	Major	Full	2017/10/10	ASM249858v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/585/GCA_002498585.1_ASM249858v1	derived from metagenome	
GCA_002497745.1	PRJNA348753	SAMN06027234	DAEM00000000.1	na	1915896	1915896	Euryarchaeota archaeon UBA484		UBA484	latest	Scaffold	Major	Full	2017/10/10	ASM249774v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/745/GCA_002497745.1_ASM249774v1	derived from metagenome	
GCA_002495285.1	PRJNA348753	SAMN06027235	DAEL00000000.1	na	1915897	1915897	Euryarchaeota archaeon UBA485		UBA485	latest	Scaffold	Major	Full	2017/10/10	ASM249528v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/285/GCA_002495285.1_ASM249528v1	derived from metagenome	
GCA_002497765.1	PRJNA348753	SAMN06027236	DAET00000000.1	na	1915898	1915898	Euryarchaeota archaeon UBA486		UBA486	latest	Scaffold	Major	Full	2017/10/10	ASM249776v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/765/GCA_002497765.1_ASM249776v1	derived from metagenome	
GCA_002505695.1	PRJNA348753	SAMN06027237	DAVU00000000.1	na	1915899	1915899	Euryarchaeota archaeon UBA487		UBA487	latest	Scaffold	Major	Full	2017/10/10	ASM250569v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/695/GCA_002505695.1_ASM250569v1	derived from metagenome	
GCA_002504925.1	PRJNA348753	SAMN06027028	DAUA00000000.1	na	1915900	1915900	Euryarchaeota archaeon UBA49		UBA49	latest	Scaffold	Major	Full	2017/10/10	ASM250492v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/925/GCA_002504925.1_ASM250492v1	derived from metagenome	
GCA_002499555.1	PRJNA348753	SAMN06027427	DAMD00000000.1	na	1915901	1915901	Euryarchaeota archaeon UBA494		UBA494	latest	Scaffold	Major	Full	2017/10/10	ASM249955v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/555/GCA_002499555.1_ASM249955v1	derived from metagenome	
GCA_002496845.1	PRJNA348753	SAMN06027426	DALQ00000000.1	na	1915902	1915902	Euryarchaeota archaeon UBA495		UBA495	latest	Scaffold	Major	Full	2017/10/10	ASM249684v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/845/GCA_002496845.1_ASM249684v1	derived from metagenome	
GCA_002503675.1	PRJNA348753	SAMN06027425	DASG00000000.1	na	1915903	1915903	Euryarchaeota archaeon UBA496		UBA496	latest	Scaffold	Major	Full	2017/10/10	ASM250367v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/675/GCA_002503675.1_ASM250367v1	derived from metagenome	
GCA_002494965.1	PRJNA348753	SAMN06027424	DADE00000000.1	na	1915904	1915904	Euryarchaeota archaeon UBA497		UBA497	latest	Scaffold	Major	Full	2017/10/10	ASM249496v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/965/GCA_002494965.1_ASM249496v1	derived from metagenome	
GCA_002494905.1	PRJNA348753	SAMN06027434	DADB00000000.1	na	1915905	1915905	Euryarchaeota archaeon UBA498		UBA498	latest	Scaffold	Major	Full	2017/10/10	ASM249490v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/905/GCA_002494905.1_ASM249490v1	derived from metagenome	
GCA_002499595.1	PRJNA348753	SAMN06027433	DAMJ00000000.1	na	1915906	1915906	Euryarchaeota archaeon UBA499		UBA499	latest	Scaffold	Major	Full	2017/10/10	ASM249959v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/595/GCA_002499595.1_ASM249959v1	derived from metagenome	
GCA_002503755.1	PRJNA348753	SAMN06027191	DASJ00000000.1	na	1915907	1915907	Euryarchaeota archaeon UBA50		UBA50	latest	Scaffold	Major	Full	2017/10/10	ASM250375v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/755/GCA_002503755.1_ASM250375v1	derived from metagenome	
GCA_002506305.1	PRJNA348753	SAMN06027540	DAXH00000000.1	na	1915908	1915908	Euryarchaeota archaeon UBA500		UBA500	latest	Scaffold	Major	Full	2017/10/10	ASM250630v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/305/GCA_002506305.1_ASM250630v1	derived from metagenome	
GCA_002505685.1	PRJNA348753	SAMN06027539	DAVT00000000.1	na	1915909	1915909	Euryarchaeota archaeon UBA501		UBA501	latest	Scaffold	Major	Full	2017/10/10	ASM250568v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/685/GCA_002505685.1_ASM250568v1	derived from metagenome	
GCA_002502085.1	PRJNA348753	SAMN06027542	DAPG00000000.1	na	1915910	1915910	Euryarchaeota archaeon UBA502		UBA502	latest	Scaffold	Major	Full	2017/10/10	ASM250208v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/085/GCA_002502085.1_ASM250208v1	derived from metagenome	
GCA_002495245.1	PRJNA348753	SAMN06027638	DAEJ00000000.1	na	1915911	1915911	Euryarchaeota archaeon UBA503		UBA503	latest	Scaffold	Major	Full	2017/10/10	ASM249524v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/245/GCA_002495245.1_ASM249524v1	derived from metagenome	
GCA_002501915.1	PRJNA348753	SAMN06027192	DAOQ00000000.1	na	1915912	1915912	Euryarchaeota archaeon UBA51		UBA51	latest	Scaffold	Major	Full	2017/10/10	ASM250191v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/915/GCA_002501915.1_ASM250191v1	derived from metagenome	
GCA_002505455.1	PRJNA348753	SAMN06027193	DAVB00000000.1	na	1915913	1915913	Euryarchaeota archaeon UBA52		UBA52	latest	Scaffold	Major	Full	2017/10/10	ASM250545v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/455/GCA_002505455.1_ASM250545v1	derived from metagenome	
GCA_002507125.1	PRJNA348753	SAMN06027233	DAZA00000000.1	na	1915914	1915914	Euryarchaeota archaeon UBA528		UBA528	latest	Scaffold	Major	Full	2017/10/10	ASM250712v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/125/GCA_002507125.1_ASM250712v1	derived from metagenome	
GCA_002507305.1	PRJNA348753	SAMN06027232	DAZL00000000.1	na	1915915	1915915	Euryarchaeota archaeon UBA529		UBA529	latest	Scaffold	Major	Full	2017/10/10	ASM250730v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/305/GCA_002507305.1_ASM250730v1	derived from metagenome	
GCA_002507425.1	PRJNA348753	SAMN06027194	DAZU00000000.1	na	1915916	1915916	Euryarchaeota archaeon UBA53		UBA53	latest	Scaffold	Major	Full	2017/10/10	ASM250742v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/425/GCA_002507425.1_ASM250742v1	derived from metagenome	
GCA_002502335.1	PRJNA348753	SAMN06027055	DAOF00000000.1	na	1915917	1915917	Euryarchaeota archaeon UBA530		UBA530	latest	Scaffold	Major	Full	2017/10/10	ASM250233v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/335/GCA_002502335.1_ASM250233v1	derived from metagenome	
GCA_002497125.1	PRJNA348753	SAMN06027056	DAMQ00000000.1	na	1915918	1915918	Euryarchaeota archaeon UBA531		UBA531	latest	Scaffold	Major	Full	2017/10/10	ASM249712v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/125/GCA_002497125.1_ASM249712v1	derived from metagenome	
GCA_002499325.1	PRJNA348753	SAMN06027059	DALC00000000.1	na	1915919	1915919	Euryarchaeota archaeon UBA538		UBA538	latest	Scaffold	Major	Full	2017/10/10	ASM249932v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/325/GCA_002499325.1_ASM249932v1	derived from metagenome	
GCA_002495735.1	PRJNA348753	SAMN06027195	DAGM00000000.1	na	1915920	1915920	Euryarchaeota archaeon UBA54		UBA54	latest	Scaffold	Major	Full	2017/10/10	ASM249573v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/735/GCA_002495735.1_ASM249573v1	derived from metagenome	
GCA_002504835.1	PRJNA348753	SAMN06027473	DATV00000000.1	na	1915921	1915921	Euryarchaeota archaeon UBA540		UBA540	latest	Scaffold	Major	Full	2017/10/10	ASM250483v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/835/GCA_002504835.1_ASM250483v1	derived from metagenome	
GCA_002501685.1	PRJNA348753	SAMN06027475	DAOA00000000.1	na	1915922	1915922	Euryarchaeota archaeon UBA542		UBA542	latest	Scaffold	Major	Full	2017/10/10	ASM250168v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/685/GCA_002501685.1_ASM250168v1	derived from metagenome	
GCA_002506725.1	PRJNA348753	SAMN06027468	DAYC00000000.1	na	1915923	1915923	Euryarchaeota archaeon UBA545		UBA545	latest	Scaffold	Major	Full	2017/10/10	ASM250672v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/725/GCA_002506725.1_ASM250672v1	derived from metagenome	
GCA_002496285.1	PRJNA348753	SAMN06027471	DAJI00000000.1	na	1915924	1915924	Euryarchaeota archaeon UBA546		UBA546	latest	Scaffold	Major	Full	2017/10/10	ASM249628v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/285/GCA_002496285.1_ASM249628v1	derived from metagenome	
GCA_002497385.1	PRJNA348753	SAMN06027470	DACW00000000.1	na	1915925	1915925	Euryarchaeota archaeon UBA547		UBA547	latest	Scaffold	Major	Full	2017/10/10	ASM249738v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/385/GCA_002497385.1_ASM249738v1	derived from metagenome	
GCA_002494865.1	PRJNA348753	SAMN06027481	DACX00000000.1	na	1915926	1915926	Euryarchaeota archaeon UBA548		UBA548	latest	Scaffold	Major	Full	2017/10/10	ASM249486v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/865/GCA_002494865.1_ASM249486v1	derived from metagenome	
GCA_002495645.1	PRJNA348753	SAMN06027480	DAGF00000000.1	na	1915927	1915927	Euryarchaeota archaeon UBA549		UBA549	latest	Scaffold	Major	Full	2017/10/10	ASM249564v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/645/GCA_002495645.1_ASM249564v1	derived from metagenome	
GCA_002506705.1	PRJNA348753	SAMN06027280	DAYA00000000.1	na	1915928	1915928	Euryarchaeota archaeon UBA550		UBA550	latest	Scaffold	Major	Full	2017/10/10	ASM250670v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/705/GCA_002506705.1_ASM250670v1	derived from metagenome	
GCA_002506675.1	PRJNA348753	SAMN06027281	DAYB00000000.1	na	1915929	1915929	Euryarchaeota archaeon UBA551		UBA551	latest	Scaffold	Major	Full	2017/10/10	ASM250667v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/675/GCA_002506675.1_ASM250667v1	derived from metagenome	
GCA_002499585.1	PRJNA348753	SAMN06027278	DAMH00000000.1	na	1915930	1915930	Euryarchaeota archaeon UBA552		UBA552	latest	Scaffold	Major	Full	2017/10/10	ASM249958v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/585/GCA_002499585.1_ASM249958v1	derived from metagenome	
GCA_002494605.1	PRJNA348753	SAMN06027336	DACD00000000.1	na	1915931	1915931	Euryarchaeota archaeon UBA553		UBA553	latest	Scaffold	Major	Full	2017/10/10	ASM249460v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/605/GCA_002494605.1_ASM249460v1	derived from metagenome	
GCA_002499645.1	PRJNA348753	SAMN06027276	DAMP00000000.1	na	1915932	1915932	Euryarchaeota archaeon UBA554		UBA554	latest	Scaffold	Major	Full	2017/10/10	ASM249964v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/645/GCA_002499645.1_ASM249964v1	derived from metagenome	
GCA_002504825.1	PRJNA348753	SAMN06027328	DATU00000000.1	na	1915933	1915933	Euryarchaeota archaeon UBA555		UBA555	latest	Scaffold	Major	Full	2017/10/10	ASM250482v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/825/GCA_002504825.1_ASM250482v1	derived from metagenome	
GCA_002494975.1	PRJNA348753	SAMN06027274	DADI00000000.1	na	1915934	1915934	Euryarchaeota archaeon UBA556		UBA556	latest	Scaffold	Major	Full	2017/10/10	ASM249497v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/975/GCA_002494975.1_ASM249497v1	derived from metagenome	
GCA_002503285.1	PRJNA348753	SAMN06027275	DARI00000000.1	na	1915935	1915935	Euryarchaeota archaeon UBA557		UBA557	latest	Scaffold	Major	Full	2017/10/10	ASM250328v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/285/GCA_002503285.1_ASM250328v1	derived from metagenome	
GCA_002507175.1	PRJNA348753	SAMN06027288	DAZE00000000.1	na	1915936	1915936	Euryarchaeota archaeon UBA558		UBA558	latest	Scaffold	Major	Full	2017/10/10	ASM250717v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/175/GCA_002507175.1_ASM250717v1	derived from metagenome	
GCA_002507165.1	PRJNA348753	SAMN06027375	DAZG00000000.1	na	1915937	1915937	Euryarchaeota archaeon UBA559		UBA559	latest	Scaffold	Major	Full	2017/10/10	ASM250716v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/165/GCA_002507165.1_ASM250716v1	derived from metagenome	
GCA_002504755.1	PRJNA348753	SAMN06027197	DATO00000000.1	na	1915938	1915938	Euryarchaeota archaeon UBA56		UBA56	latest	Scaffold	Major	Full	2017/10/10	ASM250475v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/755/GCA_002504755.1_ASM250475v1	derived from metagenome	
GCA_002497315.1	PRJNA348753	SAMN06027159	DANQ00000000.1	na	1915939	1915939	Euryarchaeota archaeon UBA560		UBA560	latest	Scaffold	Major	Full	2017/10/10	ASM249731v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/315/GCA_002497315.1_ASM249731v1	derived from metagenome	
GCA_002502295.1	PRJNA348753	SAMN06027158	DANX00000000.1	na	1915940	1915940	Euryarchaeota archaeon UBA561		UBA561	latest	Scaffold	Major	Full	2017/10/10	ASM250229v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/295/GCA_002502295.1_ASM250229v1	derived from metagenome	
GCA_002503905.1	PRJNA348753	SAMN06027157	DAST00000000.1	na	1915941	1915941	Euryarchaeota archaeon UBA562		UBA562	latest	Scaffold	Major	Full	2017/10/10	ASM250390v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/905/GCA_002503905.1_ASM250390v1	derived from metagenome	
GCA_002503385.1	PRJNA348753	SAMN06027156	DARR00000000.1	na	1915942	1915942	Euryarchaeota archaeon UBA563		UBA563	latest	Scaffold	Major	Full	2017/10/10	ASM250338v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/385/GCA_002503385.1_ASM250338v1	derived from metagenome	
GCA_002498525.1	PRJNA348753	SAMN06027199	DAHR00000000.1	na	1915943	1915943	Euryarchaeota archaeon UBA58		UBA58	latest	Scaffold	Major	Full	2017/10/10	ASM249852v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/525/GCA_002498525.1_ASM249852v1	derived from metagenome	
GCA_002504675.1	PRJNA348753	SAMN06027045	DATL00000000.1	na	1915944	1915944	Euryarchaeota archaeon UBA584		UBA584	latest	Scaffold	Major	Full	2017/10/10	ASM250467v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/675/GCA_002504675.1_ASM250467v1	derived from metagenome	
GCA_002505495.1	PRJNA348753	SAMN06027200	DAVI00000000.1	na	1915945	1915945	Euryarchaeota archaeon UBA59		UBA59	latest	Scaffold	Major	Full	2017/10/10	ASM250549v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/495/GCA_002505495.1_ASM250549v1	derived from metagenome	
GCA_002495815.1	PRJNA348753	SAMN06027518	DAGZ00000000.1	na	1915946	1915946	Euryarchaeota archaeon UBA595		UBA595	latest	Scaffold	Major	Full	2017/10/10	ASM249581v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/815/GCA_002495815.1_ASM249581v1	derived from metagenome	
GCA_002498205.1	PRJNA348753	SAMN06027515	DAGQ00000000.1	na	1915947	1915947	Euryarchaeota archaeon UBA596		UBA596	latest	Scaffold	Major	Full	2017/10/10	ASM249820v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/205/GCA_002498205.1_ASM249820v1	derived from metagenome	
GCA_002502325.1	PRJNA348753	SAMN06027516	DAOD00000000.1	na	1915948	1915948	Euryarchaeota archaeon UBA597		UBA597	latest	Scaffold	Major	Full	2017/10/10	ASM250232v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/325/GCA_002502325.1_ASM250232v1	derived from metagenome	
GCA_002507145.1	PRJNA348753	SAMN06027519	DAZD00000000.1	na	1915949	1915949	Euryarchaeota archaeon UBA598		UBA598	latest	Scaffold	Major	Full	2017/10/10	ASM250714v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/145/GCA_002507145.1_ASM250714v1	derived from metagenome	
GCA_002497805.1	PRJNA348753	SAMN06027520	DAEX00000000.1	na	1915950	1915950	Euryarchaeota archaeon UBA599		UBA599	latest	Scaffold	Major	Full	2017/10/10	ASM249780v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/805/GCA_002497805.1_ASM249780v1	derived from metagenome	
GCA_002503395.1	PRJNA348753	SAMN06027267	DARQ00000000.1	na	1915951	1915951	Euryarchaeota archaeon UBA60		UBA60	latest	Scaffold	Major	Full	2017/10/10	ASM250339v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/395/GCA_002503395.1_ASM250339v1	derived from metagenome	
GCA_002504565.1	PRJNA348753	SAMN06027432	DATF00000000.1	na	1915952	1915952	Euryarchaeota archaeon UBA600		UBA600	latest	Scaffold	Major	Full	2017/10/10	ASM250456v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/565/GCA_002504565.1_ASM250456v1	derived from metagenome	
GCA_002499265.1	PRJNA348753	SAMN06027405	DALB00000000.1	na	1915953	1915953	Euryarchaeota archaeon UBA601		UBA601	latest	Scaffold	Major	Full	2017/10/10	ASM249926v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/265/GCA_002499265.1_ASM249926v1	derived from metagenome	
GCA_002498455.1	PRJNA348753	SAMN06027386	DAHO00000000.1	na	1915954	1915954	Euryarchaeota archaeon UBA602		UBA602	latest	Scaffold	Major	Full	2017/10/10	ASM249845v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/455/GCA_002498455.1_ASM249845v1	derived from metagenome	
GCA_002497465.1	PRJNA348753	SAMN06027387	DADF00000000.1	na	1915955	1915955	Euryarchaeota archaeon UBA603		UBA603	latest	Scaffold	Major	Full	2017/10/10	ASM249746v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/465/GCA_002497465.1_ASM249746v1	derived from metagenome	
GCA_002504935.1	PRJNA348753	SAMN06027392	DATZ00000000.1	na	1915956	1915956	Euryarchaeota archaeon UBA604		UBA604	latest	Scaffold	Major	Full	2017/10/10	ASM250493v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/935/GCA_002504935.1_ASM250493v1	derived from metagenome	
GCA_002504905.1	PRJNA348753	SAMN06027393	DATY00000000.1	na	1915957	1915957	Euryarchaeota archaeon UBA605		UBA605	latest	Scaffold	Major	Full	2017/10/10	ASM250490v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/905/GCA_002504905.1_ASM250490v1	derived from metagenome	
GCA_002502385.1	PRJNA348753	SAMN06027390	DAOP00000000.1	na	1915958	1915958	Euryarchaeota archaeon UBA606		UBA606	latest	Scaffold	Major	Full	2017/10/10	ASM250238v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/385/GCA_002502385.1_ASM250238v1	derived from metagenome	
